地區,項目,年齡,伴侶年齡,數值,資料時間日期,資料週期,郵遞區號,機關代碼,電子郵件,行動電話,市話,縣市別代碼,行政區域代碼,年齡區間,伴侶年齡區間
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,26歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,27歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,28歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,29歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,30歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,31歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,32歲,8,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,33歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,34歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,35~39歲,24,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,40~44歲,10,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,45~54歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,18歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,19歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,20歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,21歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,22歲,10,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,23歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,24歲,8,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,25歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,26歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,27歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,28歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,29歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,30歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,32歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,31歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,33歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,40~44歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,34歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,35~39歲,13,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,45~54歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),19歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,18歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,19歲,10,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,20歲,27,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,21歲,22,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,22歲,33,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,23歲,17,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,25歲,17,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,24歲,18,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,26歲,13,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,27歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,28歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,29歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,30歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,31歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,32歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,33歲,8,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,34歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,35~39歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,40~44歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,45~54歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),20歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,19歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,18歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,20歲,19,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,21歲,34,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,22歲,23,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,23歲,25,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,24歲,22,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,25歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,26歲,27,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,27歲,10,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,28歲,23,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,29歲,12,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,30歲,9,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,31歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,32歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,34歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,33歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,35~39歲,23,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,40~44歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,45~54歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),21歲,55~64歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,18歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,19歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,20歲,13,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,21歲,18,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,22歲,43,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,23歲,35,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,24歲,32,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,25歲,28,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,26歲,31,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,28歲,22,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,27歲,29,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,29歲,18,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,30歲,27,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,31歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,32歲,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,33歲,8,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,34歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,35~39歲,32,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,40~44歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,45~54歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),22歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
