地區,項目,性別,歲數,初/再婚,數值,資料時間日期,資料週期,郵遞區號,機關代碼,電子郵件,行動電話,市話,縣市別代碼,行政區域代碼,年齡區間
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,43歲,初婚,117,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,44歲,初婚,83,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,40歲,初婚,118,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,41歲,初婚,93,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,42歲,初婚,61,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,43歲,初婚,47,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,44歲,初婚,42,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,40歲,再婚,118,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,41歲,再婚,95,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,42歲,再婚,89,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,43歲,再婚,78,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,44歲,再婚,92,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,40歲,再婚,109,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,41歲,再婚,105,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,42歲,再婚,75,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,43歲,再婚,61,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,44歲,再婚,72,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,35~44歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,45歲,初婚,65,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,46歲,初婚,56,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,47歲,初婚,41,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,48歲,初婚,32,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,49歲,初婚,28,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,45歲,初婚,34,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,46歲,初婚,19,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,47歲,初婚,26,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,48歲,初婚,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,49歲,初婚,18,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,45歲,再婚,71,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,46歲,再婚,67,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,47歲,再婚,68,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,48歲,再婚,63,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,49歲,再婚,62,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,45歲,再婚,62,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,46歲,再婚,44,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,47歲,再婚,57,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,48歲,再婚,56,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,49歲,再婚,49,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,50歲,初婚,23,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,51歲,初婚,15,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,52歲,初婚,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,53歲,初婚,13,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,54歲,初婚,15,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,50歲,初婚,15,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,51歲,初婚,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,52歲,初婚,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,53歲,初婚,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,54歲,初婚,9,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,50歲,再婚,68,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,51歲,再婚,65,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,52歲,再婚,65,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,53歲,再婚,64,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,54歲,再婚,56,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,50歲,再婚,38,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,51歲,再婚,34,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,52歲,再婚,50,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,53歲,再婚,39,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,54歲,再婚,37,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,45~54歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,55歲,初婚,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,56歲,初婚,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,57歲,初婚,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,58歲,初婚,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,59歲,初婚,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,55歲,初婚,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,56歲,初婚,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,57歲,初婚,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,58歲,初婚,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,59歲,初婚,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,55歲,再婚,51,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,56歲,再婚,40,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,57歲,再婚,43,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,58歲,再婚,42,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,59歲,再婚,46,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,55歲,再婚,37,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,56歲,再婚,27,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,57歲,再婚,26,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,58歲,再婚,21,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,59歲,再婚,17,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,60歲,初婚,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,61歲,初婚,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,62歲,初婚,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,63歲,初婚,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,64歲,初婚,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,65歲以上,初婚,9,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,65歲以上
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,60歲,初婚,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,61歲,初婚,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,62歲,初婚,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,63歲,初婚,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,64歲,初婚,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,65歲以上,初婚,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,65歲以上
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,60歲,再婚,34,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,61歲,再婚,28,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,62歲,再婚,26,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,63歲,再婚,26,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,64歲,再婚,21,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),男,65歲以上,再婚,139,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,65歲以上
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,60歲,再婚,9,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,61歲,再婚,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,62歲,再婚,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,63歲,再婚,7,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,64歲,再婚,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,55~64歲
臺中市,結婚人數按性別、單一年齡、五歲年齡及初婚、再婚分(按發生日期)-結婚人數(單位:人),女,65歲以上,再婚,44,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,65歲以上
